FIPS Code,Geography,Year,Program Type,Population
36037,Genesee County,1977,Intercensal Population Estimate,60334
36037,Genesee County,1978,Intercensal Population Estimate,59797
36037,Genesee County,1979,Intercensal Population Estimate,59323
36037,Genesee County,1980,Intercensal Population Estimate,59533
36037,Genesee County,1981,Intercensal Population Estimate,59768
36037,Genesee County,1982,Intercensal Population Estimate,59743
36037,Genesee County,1983,Intercensal Population Estimate,59816
36037,Genesee County,1984,Intercensal Population Estimate,59440
36037,Genesee County,1985,Intercensal Population Estimate,59152
36037,Genesee County,1986,Intercensal Population Estimate,59149
36037,Genesee County,1987,Intercensal Population Estimate,59033
36037,Genesee County,1988,Intercensal Population Estimate,59559
36037,Genesee County,1989,Intercensal Population Estimate,59823
36037,Genesee County,1990,Intercensal Population Estimate,60167
36037,Genesee County,1991,Intercensal Population Estimate,60529
36037,Genesee County,1992,Intercensal Population Estimate,60856
36037,Genesee County,1993,Intercensal Population Estimate,61164
36037,Genesee County,1994,Intercensal Population Estimate,61282
36037,Genesee County,1995,Intercensal Population Estimate,61105
36037,Genesee County,1996,Intercensal Population Estimate,61288
36037,Genesee County,1997,Intercensal Population Estimate,61216
36037,Genesee County,1998,Intercensal Population Estimate,60877
36037,Genesee County,1999,Intercensal Population Estimate,60554
36037,Genesee County,2000,Intercensal Population Estimate,60539
36037,Genesee County,2001,Intercensal Population Estimate,60321
36037,Genesee County,2002,Intercensal Population Estimate,60289
36037,Genesee County,2003,Intercensal Population Estimate,60412
36037,Genesee County,2004,Intercensal Population Estimate,60224
36037,Genesee County,2005,Intercensal Population Estimate,60068
36037,Genesee County,2006,Intercensal Population Estimate,59919
36037,Genesee County,2007,Intercensal Population Estimate,59930
36037,Genesee County,2008,Intercensal Population Estimate,59895
36037,Genesee County,2009,Intercensal Population Estimate,59932
36039,Greene County,1970,Intercensal Population Estimate,33475
36039,Greene County,1971,Intercensal Population Estimate,34815
36039,Greene County,1972,Intercensal Population Estimate,36725
36039,Greene County,1973,Intercensal Population Estimate,37974
36039,Greene County,1974,Intercensal Population Estimate,38506
36039,Greene County,1975,Intercensal Population Estimate,39623
36039,Greene County,1976,Intercensal Population Estimate,40356
36039,Greene County,1977,Intercensal Population Estimate,41055
36039,Greene County,1978,Intercensal Population Estimate,41479
36039,Greene County,1979,Intercensal Population Estimate,40976
36039,Greene County,1980,Intercensal Population Estimate,40897
36039,Greene County,1981,Intercensal Population Estimate,40851
36039,Greene County,1982,Intercensal Population Estimate,40993
36039,Greene County,1983,Intercensal Population Estimate,41128
36039,Greene County,1984,Intercensal Population Estimate,41523
36039,Greene County,1985,Intercensal Population Estimate,42492
36039,Greene County,1986,Intercensal Population Estimate,42717
36039,Greene County,1987,Intercensal Population Estimate,42932
36039,Greene County,1988,Intercensal Population Estimate,43789
36039,Greene County,1989,Intercensal Population Estimate,44212
36039,Greene County,1990,Intercensal Population Estimate,44847
36039,Greene County,1991,Intercensal Population Estimate,45298
36039,Greene County,1992,Intercensal Population Estimate,46243
36039,Greene County,1993,Intercensal Population Estimate,46716
36039,Greene County,1994,Intercensal Population Estimate,47000
36039,Greene County,1995,Intercensal Population Estimate,47187
36039,Greene County,1996,Intercensal Population Estimate,47170
36039,Greene County,1997,Intercensal Population Estimate,47346
36039,Greene County,1998,Intercensal Population Estimate,47771
36039,Greene County,1999,Intercensal Population Estimate,47975
36039,Greene County,2000,Intercensal Population Estimate,47986
36039,Greene County,2001,Intercensal Population Estimate,47976
36039,Greene County,2002,Intercensal Population Estimate,48177
36039,Greene County,2003,Intercensal Population Estimate,48416
36039,Greene County,2004,Intercensal Population Estimate,48755
36039,Greene County,2005,Intercensal Population Estimate,49142
36039,Greene County,2006,Intercensal Population Estimate,49513
36039,Greene County,2007,Intercensal Population Estimate,49537
36039,Greene County,2008,Intercensal Population Estimate,49467
36039,Greene County,2009,Intercensal Population Estimate,49372
36041,Hamilton County,1970,Intercensal Population Estimate,4725
36041,Hamilton County,1971,Intercensal Population Estimate,4794
36041,Hamilton County,1972,Intercensal Population Estimate,4891
36041,Hamilton County,1973,Intercensal Population Estimate,5173
36041,Hamilton County,1974,Intercensal Population Estimate,5130
36041,Hamilton County,1975,Intercensal Population Estimate,5038
36041,Hamilton County,1976,Intercensal Population Estimate,5042
36041,Hamilton County,1977,Intercensal Population Estimate,5076
36041,Hamilton County,1978,Intercensal Population Estimate,5201
36041,Hamilton County,1979,Intercensal Population Estimate,5261
36041,Hamilton County,1980,Intercensal Population Estimate,5027
36041,Hamilton County,1981,Intercensal Population Estimate,4992
36041,Hamilton County,1982,Intercensal Population Estimate,4982
36041,Hamilton County,1983,Intercensal Population Estimate,4863
36041,Hamilton County,1984,Intercensal Population Estimate,4865
36041,Hamilton County,1985,Intercensal Population Estimate,4965
36041,Hamilton County,1986,Intercensal Population Estimate,4928
36041,Hamilton County,1987,Intercensal Population Estimate,4966
36041,Hamilton County,1988,Intercensal Population Estimate,5048
36041,Hamilton County,1989,Intercensal Population Estimate,5181
36041,Hamilton County,1990,Intercensal Population Estimate,5292
36041,Hamilton County,1991,Intercensal Population Estimate,5362
36041,Hamilton County,1992,Intercensal Population Estimate,5366
36041,Hamilton County,1993,Intercensal Population Estimate,5318
36041,Hamilton County,1994,Intercensal Population Estimate,5279
36041,Hamilton County,1995,Intercensal Population Estimate,5245
36041,Hamilton County,1996,Intercensal Population Estimate,5354
36041,Hamilton County,1997,Intercensal Population Estimate,5274
36041,Hamilton County,1998,Intercensal Population Estimate,5296
36041,Hamilton County,1999,Intercensal Population Estimate,5325
36041,Hamilton County,2000,Intercensal Population Estimate,5377
36041,Hamilton County,2001,Intercensal Population Estimate,5312
36041,Hamilton County,2002,Intercensal Population Estimate,5232
36041,Hamilton County,2003,Intercensal Population Estimate,5181
36041,Hamilton County,2004,Intercensal Population Estimate,5158
36041,Hamilton County,2005,Intercensal Population Estimate,5093
36041,Hamilton County,2006,Intercensal Population Estimate,4987
36041,Hamilton County,2007,Intercensal Population Estimate,4969
36041,Hamilton County,2008,Intercensal Population Estimate,4893
36041,Hamilton County,2009,Intercensal Population Estimate,4858
36043,Herkimer County,1970,Intercensal Population Estimate,67739
36043,Herkimer County,1971,Intercensal Population Estimate,69032
36043,Herkimer County,1972,Intercensal Population Estimate,69293
36043,Herkimer County,1973,Intercensal Population Estimate,68285
36043,Herkimer County,1974,Intercensal Population Estimate,67803
36043,Herkimer County,1975,Intercensal Population Estimate,68062
36043,Herkimer County,1976,Intercensal Population Estimate,67537
36043,Herkimer County,1977,Intercensal Population Estimate,66926
36043,Herkimer County,1978,Intercensal Population Estimate,67159
36043,Herkimer County,1979,Intercensal Population Estimate,66993
36043,Herkimer County,1980,Intercensal Population Estimate,66718
36043,Herkimer County,1981,Intercensal Population Estimate,66336
36043,Herkimer County,1982,Intercensal Population Estimate,66436
36043,Herkimer County,1983,Intercensal Population Estimate,66478
36043,Herkimer County,1984,Intercensal Population Estimate,66128
36043,Herkimer County,1985,Intercensal Population Estimate,66536
36043,Herkimer County,1986,Intercensal Population Estimate,66403
36043,Herkimer County,1987,Intercensal Population Estimate,65906
36043,Herkimer County,1988,Intercensal Population Estimate,65708
36043,Herkimer County,1989,Intercensal Population Estimate,65728
36043,Herkimer County,1990,Intercensal Population Estimate,65883
36043,Herkimer County,1991,Intercensal Population Estimate,66344
36043,Herkimer County,1992,Intercensal Population Estimate,66602
36043,Herkimer County,1993,Intercensal Population Estimate,66926
36043,Herkimer County,1994,Intercensal Population Estimate,67038
36043,Herkimer County,1995,Intercensal Population Estimate,66711
36043,Herkimer County,1996,Intercensal Population Estimate,66454
36043,Herkimer County,1997,Intercensal Population Estimate,65818
36043,Herkimer County,1998,Intercensal Population Estimate,64909
36043,Herkimer County,1999,Intercensal Population Estimate,64462
36043,Herkimer County,2000,Intercensal Population Estimate,64451
36043,Herkimer County,2001,Intercensal Population Estimate,64274
36043,Herkimer County,2002,Intercensal Population Estimate,63971
36043,Herkimer County,2003,Intercensal Population Estimate,64080
36043,Herkimer County,2004,Intercensal Population Estimate,64332
36043,Herkimer County,2005,Intercensal Population Estimate,64292
36043,Herkimer County,2006,Intercensal Population Estimate,64029
36043,Herkimer County,2007,Intercensal Population Estimate,64343
36043,Herkimer County,2008,Intercensal Population Estimate,64404
36043,Herkimer County,2009,Intercensal Population Estimate,64381
36045,Jefferson County,1970,Intercensal Population Estimate,88755
36045,Jefferson County,1971,Intercensal Population Estimate,89720
36045,Jefferson County,1972,Intercensal Population Estimate,90776
36045,Jefferson County,1973,Intercensal Population Estimate,90312
36045,Jefferson County,1974,Intercensal Population Estimate,89487
36045,Jefferson County,1975,Intercensal Population Estimate,90234
36045,Jefferson County,1976,Intercensal Population Estimate,90491
36045,Jefferson County,1977,Intercensal Population Estimate,90090
36045,Jefferson County,1978,Intercensal Population Estimate,89652
36045,Jefferson County,1979,Intercensal Population Estimate,89161
36045,Jefferson County,1980,Intercensal Population Estimate,88145
36045,Jefferson County,1981,Intercensal Population Estimate,87585
36045,Jefferson County,1982,Intercensal Population Estimate,87302
36045,Jefferson County,1983,Intercensal Population Estimate,87465
36045,Jefferson County,1984,Intercensal Population Estimate,88094
36045,Jefferson County,1985,Intercensal Population Estimate,88954
36045,Jefferson County,1986,Intercensal Population Estimate,91032
36045,Jefferson County,1987,Intercensal Population Estimate,96360
36045,Jefferson County,1988,Intercensal Population Estimate,103758
36045,Jefferson County,1989,Intercensal Population Estimate,109534
36045,Jefferson County,1990,Intercensal Population Estimate,111549
36045,Jefferson County,1991,Intercensal Population Estimate,112911
36045,Jefferson County,1992,Intercensal Population Estimate,114463
36045,Jefferson County,1993,Intercensal Population Estimate,114874
36045,Jefferson County,1994,Intercensal Population Estimate,116932
36045,Jefferson County,1995,Intercensal Population Estimate,115361
36045,Jefferson County,1996,Intercensal Population Estimate,114585
36045,Jefferson County,1997,Intercensal Population Estimate,113055
36045,Jefferson County,1998,Intercensal Population Estimate,112546
36045,Jefferson County,1999,Intercensal Population Estimate,112081
36045,Jefferson County,2000,Intercensal Population Estimate,111790
36045,Jefferson County,2001,Intercensal Population Estimate,111422
36045,Jefferson County,2002,Intercensal Population Estimate,111112
36045,Jefferson County,2003,Intercensal Population Estimate,110246
36045,Jefferson County,2004,Intercensal Population Estimate,109924
36045,Jefferson County,2005,Intercensal Population Estimate,113486
36045,Jefferson County,2006,Intercensal Population Estimate,113650
36045,Jefferson County,2007,Intercensal Population Estimate,115059
36045,Jefferson County,2008,Intercensal Population Estimate,115033
36045,Jefferson County,2009,Intercensal Population Estimate,115023
36047,Kings County,1970,Intercensal Population Estimate,2603413
36047,Kings County,1971,Intercensal Population Estimate,2609009
36047,Kings County,1972,Intercensal Population Estimate,2560159
36047,Kings County,1973,Intercensal Population Estimate,2492883
36047,Kings County,1974,Intercensal Population Estimate,2455992
36047,Kings County,1975,Intercensal Population Estimate,2422649
36047,Kings County,1976,Intercensal Population Estimate,2391675
36047,Kings County,1977,Intercensal Population Estimate,2336106
36047,Kings County,1978,Intercensal Population Estimate,2277488
36047,Kings County,1979,Intercensal Population Estimate,2242530
36047,Kings County,1980,Intercensal Population Estimate,2232003
36047,Kings County,1981,Intercensal Population Estimate,2240419
36047,Kings County,1982,Intercensal Population Estimate,2251785
36047,Kings County,1983,Intercensal Population Estimate,2276768
36047,Kings County,1984,Intercensal Population Estimate,2288807
36047,Kings County,1985,Intercensal Population Estimate,2304368
36047,Kings County,1986,Intercensal Population Estimate,2320507
36047,Kings County,1987,Intercensal Population Estimate,2324361
36047,Kings County,1988,Intercensal Population Estimate,2326439
36047,Kings County,1989,Intercensal Population Estimate,2316966
36047,Kings County,1990,Intercensal Population Estimate,2303679
36047,Kings County,1991,Intercensal Population Estimate,2312518
36047,Kings County,1992,Intercensal Population Estimate,2327759
36047,Kings County,1993,Intercensal Population Estimate,2347687
36047,Kings County,1994,Intercensal Population Estimate,2361668
36047,Kings County,1995,Intercensal Population Estimate,2372611
36047,Kings County,1996,Intercensal Population Estimate,2383703
36047,Kings County,1997,Intercensal Population Estimate,2401148
36047,Kings County,1998,Intercensal Population Estimate,2422434
36047,Kings County,1999,Intercensal Population Estimate,2447352
36047,Kings County,2000,Intercensal Population Estimate,2467006
36047,Kings County,2001,Intercensal Population Estimate,2477252
36047,Kings County,2002,Intercensal Population Estimate,2480559
36047,Kings County,2003,Intercensal Population Estimate,2472999
36047,Kings County,2004,Intercensal Population Estimate,2459094
36047,Kings County,2005,Intercensal Population Estimate,2445809
36047,Kings County,2006,Intercensal Population Estimate,2436132
36047,Kings County,2007,Intercensal Population Estimate,2441324
36047,Kings County,2008,Intercensal Population Estimate,2460361
36047,Kings County,2009,Intercensal Population Estimate,2487751
36049,Lewis County,1970,Intercensal Population Estimate,23756
36049,Lewis County,1971,Intercensal Population Estimate,24199
36049,Lewis County,1972,Intercensal Population Estimate,24918
36049,Lewis County,1973,Intercensal Population Estimate,24806
36049,Lewis County,1974,Intercensal Population Estimate,24874
36049,Lewis County,1975,Intercensal Population Estimate,25187
36049,Lewis County,1976,Intercensal Population Estimate,25154
36049,Lewis County,1977,Intercensal Population Estimate,25403
36049,Lewis County,1978,Intercensal Population Estimate,25728
36049,Lewis County,1979,Intercensal Population Estimate,25847
36049,Lewis County,1980,Intercensal Population Estimate,25007
36049,Lewis County,1981,Intercensal Population Estimate,24794
36049,Lewis County,1982,Intercensal Population Estimate,24747
36049,Lewis County,1983,Intercensal Population Estimate,24615
36049,Lewis County,1984,Intercensal Population Estimate,24779
36049,Lewis County,1985,Intercensal Population Estimate,24837
36049,Lewis County,1986,Intercensal Population Estimate,24838
36049,Lewis County,1987,Intercensal Population Estimate,25346
36049,Lewis County,1988,Intercensal Population Estimate,26115
36049,Lewis County,1989,Intercensal Population Estimate,26561
36049,Lewis County,1990,Intercensal Population Estimate,26872
36049,Lewis County,1991,Intercensal Population Estimate,27043
36049,Lewis County,1992,Intercensal Population Estimate,27165
36049,Lewis County,1993,Intercensal Population Estimate,27158
36049,Lewis County,1994,Intercensal Population Estimate,27319
36049,Lewis County,1995,Intercensal Population Estimate,27364
36049,Lewis County,1996,Intercensal Population Estimate,27357
36049,Lewis County,1997,Intercensal Population Estimate,27251
36049,Lewis County,1998,Intercensal Population Estimate,27072
36049,Lewis County,1999,Intercensal Population Estimate,26914
36049,Lewis County,2000,Intercensal Population Estimate,26989
36049,Lewis County,2001,Intercensal Population Estimate,26951
36049,Lewis County,2002,Intercensal Population Estimate,26618
36049,Lewis County,2003,Intercensal Population Estimate,26692
36049,Lewis County,2004,Intercensal Population Estimate,26661
36049,Lewis County,2005,Intercensal Population Estimate,26773
36049,Lewis County,2006,Intercensal Population Estimate,27001
36049,Lewis County,2007,Intercensal Population Estimate,27086
36049,Lewis County,2008,Intercensal Population Estimate,26878
36049,Lewis County,2009,Intercensal Population Estimate,27047
36051,Livingston County,1970,Intercensal Population Estimate,54303
36051,Livingston County,1971,Intercensal Population Estimate,55393
36051,Livingston County,1972,Intercensal Population Estimate,56280
36051,Livingston County,1973,Intercensal Population Estimate,56698
36051,Livingston County,1974,Intercensal Population Estimate,56620
36051,Livingston County,1975,Intercensal Population Estimate,57724
36051,Livingston County,1976,Intercensal Population Estimate,57831
36051,Livingston County,1977,Intercensal Population Estimate,58015
36051,Livingston County,1978,Intercensal Population Estimate,57308
36051,Livingston County,1979,Intercensal Population Estimate,58086
36051,Livingston County,1980,Intercensal Population Estimate,57131
36051,Livingston County,1981,Intercensal Population Estimate,57295
36051,Livingston County,1982,Intercensal Population Estimate,57826
36051,Livingston County,1983,Intercensal Population Estimate,58170
36051,Livingston County,1984,Intercensal Population Estimate,58711
36051,Livingston County,1985,Intercensal Population Estimate,59074
36051,Livingston County,1986,Intercensal Population Estimate,59826
36051,Livingston County,1987,Intercensal Population Estimate,60429
36051,Livingston County,1988,Intercensal Population Estimate,60943
36051,Livingston County,1989,Intercensal Population Estimate,61726
36051,Livingston County,1990,Intercensal Population Estimate,62477
36051,Livingston County,1991,Intercensal Population Estimate,62631
36051,Livingston County,1992,Intercensal Population Estimate,63512
36051,Livingston County,1993,Intercensal Population Estimate,63773
36051,Livingston County,1994,Intercensal Population Estimate,64015
36051,Livingston County,1995,Intercensal Population Estimate,64146
36051,Livingston County,1996,Intercensal Population Estimate,64146
36051,Livingston County,1997,Intercensal Population Estimate,64217
36051,Livingston County,1998,Intercensal Population Estimate,63948
36051,Livingston County,1999,Intercensal Population Estimate,64243
36051,Livingston County,2000,Intercensal Population Estimate,64705
36051,Livingston County,2001,Intercensal Population Estimate,65088
36051,Livingston County,2002,Intercensal Population Estimate,65118
36051,Livingston County,2003,Intercensal Population Estimate,65130
36051,Livingston County,2004,Intercensal Population Estimate,65484
36051,Livingston County,2005,Intercensal Population Estimate,65322
36051,Livingston County,2006,Intercensal Population Estimate,65357
36051,Livingston County,2007,Intercensal Population Estimate,65460
36051,Livingston County,2008,Intercensal Population Estimate,65637
36051,Livingston County,2009,Intercensal Population Estimate,65420
36053,Madison County,1970,Intercensal Population Estimate,63001
36053,Madison County,1971,Intercensal Population Estimate,63546
36053,Madison County,1972,Intercensal Population Estimate,64363
36053,Madison County,1973,Intercensal Population Estimate,64973
36053,Madison County,1974,Intercensal Population Estimate,65169
36053,Madison County,1975,Intercensal Population Estimate,65718
36053,Madison County,1976,Intercensal Population Estimate,65836
36053,Madison County,1977,Intercensal Population Estimate,66075
36053,Madison County,1978,Intercensal Population Estimate,66144
36053,Madison County,1979,Intercensal Population Estimate,66179
36053,Madison County,1980,Intercensal Population Estimate,65310
36053,Madison County,1981,Intercensal Population Estimate,65564
36053,Madison County,1982,Intercensal Population Estimate,65263
36053,Madison County,1983,Intercensal Population Estimate,65704
36053,Madison County,1984,Intercensal Population Estimate,66219
36053,Madison County,1985,Intercensal Population Estimate,66509
36053,Madison County,1986,Intercensal Population Estimate,66722
36053,Madison County,1987,Intercensal Population Estimate,66977
36053,Madison County,1988,Intercensal Population Estimate,67586
36053,Madison County,1989,Intercensal Population Estimate,68338
36053,Madison County,1990,Intercensal Population Estimate,69300
36053,Madison County,1991,Intercensal Population Estimate,70021
36053,Madison County,1992,Intercensal Population Estimate,70660
36053,Madison County,1993,Intercensal Population Estimate,70585
36053,Madison County,1994,Intercensal Population Estimate,70488
36053,Madison County,1995,Intercensal Population Estimate,70182
36053,Madison County,1996,Intercensal Population Estimate,70151
36053,Madison County,1997,Intercensal Population Estimate,69554
36053,Madison County,1998,Intercensal Population Estimate,69464
36053,Madison County,1999,Intercensal Population Estimate,69523
36053,Madison County,2000,Intercensal Population Estimate,69450
36053,Madison County,2001,Intercensal Population Estimate,69852
36053,Madison County,2002,Intercensal Population Estimate,70261
36053,Madison County,2003,Intercensal Population Estimate,71010
36053,Madison County,2004,Intercensal Population Estimate,71397
36053,Madison County,2005,Intercensal Population Estimate,71471
36053,Madison County,2006,Intercensal Population Estimate,72042
36053,Madison County,2007,Intercensal Population Estimate,72709
36053,Madison County,2008,Intercensal Population Estimate,73075
36053,Madison County,2009,Intercensal Population Estimate,73169
36055,Monroe County,1970,Intercensal Population Estimate,712056
36055,Monroe County,1971,Intercensal Population Estimate,712634
36055,Monroe County,1972,Intercensal Population Estimate,711838
36055,Monroe County,1973,Intercensal Population Estimate,709660
36055,Monroe County,1974,Intercensal Population Estimate,705883
36055,Monroe County,1975,Intercensal Population Estimate,709235
36055,Monroe County,1976,Intercensal Population Estimate,709062
36055,Monroe County,1977,Intercensal Population Estimate,709212
36055,Monroe County,1978,Intercensal Population Estimate,704925
36055,Monroe County,1979,Intercensal Population Estimate,701858
36055,Monroe County,1980,Intercensal Population Estimate,703490
36055,Monroe County,1981,Intercensal Population Estimate,706229
36055,Monroe County,1982,Intercensal Population Estimate,710131
36055,Monroe County,1983,Intercensal Population Estimate,711873
36055,Monroe County,1984,Intercensal Population Estimate,705824
36055,Monroe County,1985,Intercensal Population Estimate,704672
36055,Monroe County,1986,Intercensal Population Estimate,703718
36055,Monroe County,1987,Intercensal Population Estimate,701215
36055,Monroe County,1988,Intercensal Population Estimate,705035
36055,Monroe County,1989,Intercensal Population Estimate,711315
36055,Monroe County,1990,Intercensal Population Estimate,715825
36055,Monroe County,1991,Intercensal Population Estimate,721362
36055,Monroe County,1992,Intercensal Population Estimate,729060
36055,Monroe County,1993,Intercensal Population Estimate,733968
36055,Monroe County,1994,Intercensal Population Estimate,734382
36055,Monroe County,1995,Intercensal Population Estimate,733643
36055,Monroe County,1996,Intercensal Population Estimate,734257
36055,Monroe County,1997,Intercensal Population Estimate,734394
36055,Monroe County,1998,Intercensal Population Estimate,734076
36055,Monroe County,1999,Intercensal Population Estimate,733679
36055,Monroe County,2000,Intercensal Population Estimate,738979
36055,Monroe County,2001,Intercensal Population Estimate,739891
36055,Monroe County,2002,Intercensal Population Estimate,741391
36055,Monroe County,2003,Intercensal Population Estimate,741671
36055,Monroe County,2004,Intercensal Population Estimate,741075
36055,Monroe County,2005,Intercensal Population Estimate,738506
36055,Monroe County,2006,Intercensal Population Estimate,738329
36055,Monroe County,2007,Intercensal Population Estimate,739249
36055,Monroe County,2008,Intercensal Population Estimate,741018
36055,Monroe County,2009,Intercensal Population Estimate,743386
36057,Montgomery County,1970,Intercensal Population Estimate,56133
36057,Montgomery County,1971,Intercensal Population Estimate,57123
36057,Montgomery County,1972,Intercensal Population Estimate,57472
36057,Montgomery County,1973,Intercensal Population Estimate,56743
36057,Montgomery County,1974,Intercensal Population Estimate,55841
36057,Montgomery County,1975,Intercensal Population Estimate,54802
36057,Montgomery County,1976,Intercensal Population Estimate,54455
36057,Montgomery County,1977,Intercensal Population Estimate,54862
36057,Montgomery County,1978,Intercensal Population Estimate,54800
36057,Montgomery County,1979,Intercensal Population Estimate,53552
36057,Montgomery County,1980,Intercensal Population Estimate,53431
36057,Montgomery County,1981,Intercensal Population Estimate,53122
36057,Montgomery County,1982,Intercensal Population Estimate,53066
36057,Montgomery County,1983,Intercensal Population Estimate,52805
36057,Montgomery County,1984,Intercensal Population Estimate,52869
36057,Montgomery County,1985,Intercensal Population Estimate,52223
36057,Montgomery County,1986,Intercensal Population Estimate,51712
36057,Montgomery County,1987,Intercensal Population Estimate,51317
36057,Montgomery County,1988,Intercensal Population Estimate,51640
36057,Montgomery County,1989,Intercensal Population Estimate,51871
36057,Montgomery County,1990,Intercensal Population Estimate,52036
36057,Montgomery County,1991,Intercensal Population Estimate,51896
36057,Montgomery County,1992,Intercensal Population Estimate,51928
36057,Montgomery County,1993,Intercensal Population Estimate,51807
36057,Montgomery County,1994,Intercensal Population Estimate,51752
36057,Montgomery County,1995,Intercensal Population Estimate,51649
36057,Montgomery County,1996,Intercensal Population Estimate,51305
36057,Montgomery County,1997,Intercensal Population Estimate,50798
36057,Montgomery County,1998,Intercensal Population Estimate,50321
36057,Montgomery County,1999,Intercensal Population Estimate,49918
36057,Montgomery County,2000,Intercensal Population Estimate,49605
36057,Montgomery County,2001,Intercensal Population Estimate,49472
36057,Montgomery County,2002,Intercensal Population Estimate,49298
36057,Montgomery County,2003,Intercensal Population Estimate,49449
36057,Montgomery County,2004,Intercensal Population Estimate,49460
36057,Montgomery County,2005,Intercensal Population Estimate,49505
36057,Montgomery County,2006,Intercensal Population Estimate,49724
36057,Montgomery County,2007,Intercensal Population Estimate,49798
36057,Montgomery County,2008,Intercensal Population Estimate,49951
36057,Montgomery County,2009,Intercensal Population Estimate,50001
36059,Nassau County,1970,Intercensal Population Estimate,1426744
36059,Nassau County,1971,Intercensal Population Estimate,1418389
36059,Nassau County,1972,Intercensal Population Estimate,1407215
36059,Nassau County,1973,Intercensal Population Estimate,1386266
36059,Nassau County,1974,Intercensal Population Estimate,1354613
36059,Nassau County,1975,Intercensal Population Estimate,1351369
36059,Nassau County,1976,Intercensal Population Estimate,1342310
36059,Nassau County,1977,Intercensal Population Estimate,1330504
36059,Nassau County,1978,Intercensal Population Estimate,1320672
36059,Nassau County,1979,Intercensal Population Estimate,1314333
36059,Nassau County,1980,Intercensal Population Estimate,1321080
36059,Nassau County,1981,Intercensal Population Estimate,1314360
36059,Nassau County,1982,Intercensal Population Estimate,1314841
36059,Nassau County,1983,Intercensal Population Estimate,1322686
36059,Nassau County,1984,Intercensal Population Estimate,1319985
36059,Nassau County,1985,Intercensal Population Estimate,1314652
36059,Nassau County,1986,Intercensal Population Estimate,1309416
36059,Nassau County,1987,Intercensal Population Estimate,1304812
36059,Nassau County,1988,Intercensal Population Estimate,1303266
36059,Nassau County,1989,Intercensal Population Estimate,1296335
36059,Nassau County,1990,Intercensal Population Estimate,1286905
36059,Nassau County,1991,Intercensal Population Estimate,1293072
36059,Nassau County,1992,Intercensal Population Estimate,1299575
36059,Nassau County,1993,Intercensal Population Estimate,1304543
36059,Nassau County,1994,Intercensal Population Estimate,1308489
36059,Nassau County,1995,Intercensal Population Estimate,1312950
36059,Nassau County,1996,Intercensal Population Estimate,1315799
36059,Nassau County,1997,Intercensal Population Estimate,1318211
36059,Nassau County,1998,Intercensal Population Estimate,1322950
36059,Nassau County,1999,Intercensal Population Estimate,1330815
36059,Nassau County,2000,Intercensal Population Estimate,1336713
36059,Nassau County,2001,Intercensal Population Estimate,1337086
36059,Nassau County,2002,Intercensal Population Estimate,1339572
36059,Nassau County,2003,Intercensal Population Estimate,1339761
36059,Nassau County,2004,Intercensal Population Estimate,1337964
36059,Nassau County,2005,Intercensal Population Estimate,1332318
36059,Nassau County,2006,Intercensal Population Estimate,1324905
36059,Nassau County,2007,Intercensal Population Estimate,1322048
36059,Nassau County,2008,Intercensal Population Estimate,1325129
36059,Nassau County,2009,Intercensal Population Estimate,1332088
36061,New York County,1970,Intercensal Population Estimate,1535554
36061,New York County,1971,Intercensal Population Estimate,1520843
36061,New York County,1972,Intercensal Population Estimate,1508113
36061,New York County,1973,Intercensal Population Estimate,1496095
36061,New York County,1974,Intercensal Population Estimate,1494432
36061,New York County,1975,Intercensal Population Estimate,1464136
36061,New York County,1976,Intercensal Population Estimate,1465780
36061,New York County,1977,Intercensal Population Estimate,1451809
36061,New York County,1978,Intercensal Population Estimate,1436023
36061,New York County,1979,Intercensal Population Estimate,1428122
36061,New York County,1980,Intercensal Population Estimate,1427238
36061,New York County,1981,Intercensal Population Estimate,1426006
36061,New York County,1982,Intercensal Population Estimate,1422332
36061,New York County,1983,Intercensal Population Estimate,1436028
36061,New York County,1984,Intercensal Population Estimate,1457879
36061,New York County,1985,Intercensal Population Estimate,1464286
36061,New York County,1986,Intercensal Population Estimate,1475202
36061,New York County,1987,Intercensal Population Estimate,1481531
36061,New York County,1988,Intercensal Population Estimate,1484183
36061,New York County,1989,Intercensal Population Estimate,1486046
36061,New York County,1990,Intercensal Population Estimate,1487073
36061,New York County,1991,Intercensal Population Estimate,1483644
36061,New York County,1992,Intercensal Population Estimate,1485877
36061,New York County,1993,Intercensal Population Estimate,1493582
36061,New York County,1994,Intercensal Population Estimate,1503909
36061,New York County,1995,Intercensal Population Estimate,1514184
36061,New York County,1996,Intercensal Population Estimate,1521415
36061,New York County,1997,Intercensal Population Estimate,1527384
36061,New York County,1998,Intercensal Population Estimate,1531067
36061,New York County,1999,Intercensal Population Estimate,1535624
36061,New York County,2000,Intercensal Population Estimate,1540547
36061,New York County,2001,Intercensal Population Estimate,1555729
36061,New York County,2002,Intercensal Population Estimate,1555382
36061,New York County,2003,Intercensal Population Estimate,1562154
36061,New York County,2004,Intercensal Population Estimate,1569947
36061,New York County,2005,Intercensal Population Estimate,1573573
36061,New York County,2006,Intercensal Population Estimate,1578171
36061,New York County,2007,Intercensal Population Estimate,1581402
36061,New York County,2008,Intercensal Population Estimate,1587022
36061,New York County,2009,Intercensal Population Estimate,1583431
36000,New York State,1970,Intercensal Population Estimate,18266034
